"all_genes"	"mean_bet_in"	"mean_bet_out"	"ratio_bet"	"mean_deg_in"	"mean_deg_out"	"ratio_deg"	"pvalue_ratio"	"pvalue_degree"
"CREBBP"	0.0299346235188072	0.0279816290437009	1.06979559596249	0.0919389433102538	0.0791225763724571	1.16198116296752	0.004	0
"CTNNB1"	0.0100624821076029	0.00897304484281029	1.12141221668646	0.0377774153474031	0.0324222267477239	1.16517029016383	0.001	0
"EP300"	0.106168738682151	0.100991377735207	1.05126537594643	0.17293122279227	0.148811498034187	1.1620824000612	0.005	0
"GSK3B"	0.0154402528649648	0.0127799772491623	1.20815965192559	0.0338330409205977	0.0289010348815174	1.17065153754181	0	0
"KAT5"	0.013986199454029	0.0125101533125464	1.11798785391401	0.0400915251272867	0.0343170424854073	1.16826865672748	0	0
"MAPK1"	0.0161987705986131	0.0132310242159852	1.22430208985955	0.023246609702616	0.0211774395569868	1.09770634169732	0	0
"PIN1"	0.00548361692846148	0.00489279913575021	1.12075251329946	0.0238289383425421	0.0214059615228517	1.11319168340575	0.002	0
"RELA"	0.0222073299820504	0.0212265156820233	1.04620703250217	0.0816390157925356	0.0707412002926101	1.1540518885013	0.044	0
"SMAD2"	0.0108562150745387	0.00968671936628469	1.12073186638652	0.0407120761166786	0.0357587131337912	1.13852184681128	0	0
"UBE2I"	0.0193693770664607	0.0178865810041125	1.08289991597652	0.0634874530488942	0.0551152985736715	1.15190255141287	0.012	0
